tale,num_chunks,total_chars,distilroberta_top_emotion,distilroberta_top_score,distilroberta_all_emotions,go_emotions_top_emotion,go_emotions_top_score,go_emotions_all_emotions,twitter_emotion_top_emotion,twitter_emotion_top_score,twitter_emotion_all_emotions
The bell,8,10429,joy,0.30912297024042346,"{'joy': 0.30912297024042346, 'disgust': 0.2335656806753832, 'surprise': 0.15164668099896517, 'neutral': 0.12260181742021814, 'anger': 0.09752298802777659, 'fear': 0.058769832885445794, 'sadness': 0.02677005168516189}",neutral,0.40958638675510883,"{'neutral': 0.40958638675510883, 'joy': 0.1996724829514278, 'admiration': 0.15780060255201533, 'approval': 0.06491521093994379, 'excitement': 0.06439451144251507, 'curiosity': 0.043756327278970275, 'surprise': 0.0350631072797114, 'realization': 0.028304315579589456, 'confusion': 0.025946604597265832, 'disappointment': 0.014264889905462041, 'relief': 0.011467694755992852, 'sadness': 0.008139702578773722, 'disapproval': 0.0072167912003351375, 'pride': 0.007184658134065103, 'optimism': 0.007168860640376806, 'annoyance': 0.006932181102456525, 'love': 0.0045886127118137665, 'amusement': 0.003802862105658278, 'caring': 0.00348044512065826, 'fear': 0.002991179841046687, 'nervousness': 0.002678227348951623, 'embarrassment': 0.002518836405215552, 'gratitude': 0.002506105845895945, 'desire': 0.0020547601307043806, 'grief': 0.001581361979333451, 'disgust': 0.0015469206773559563, 'anger': 0.0011738569592125714, 'remorse': 0.0007833284180378541}",joy,0.8343307301402092,"{'joy': 0.8343307301402092, 'optimism': 0.4780674325302243, 'anticipation': 0.2678686415310949, 'love': 0.20697656512493268, 'surprise': 0.07926298538222909, 'trust': 0.05144581850618124, 'sadness': 0.021865543094463646, 'fear': 0.012944888439960778, 'disgust': 0.012728577188681811, 'pessimism': 0.010693477699533105, 'anger': 0.006835656764451414}"
The bell deep,6,6737,anger,0.3595447763800621,"{'anger': 0.3595447763800621, 'fear': 0.1990683674812317, 'disgust': 0.12450796831399202, 'neutral': 0.12349404720589519, 'surprise': 0.088074481425186, 'sadness': 0.08286805481960376, 'joy': 0.0224423217587173}",neutral,0.7452752689520518,"{'neutral': 0.7452752689520518, 'confusion': 0.06071709069268157, 'curiosity': 0.059212117795444406, 'realization': 0.032777098550771676, 'disappointment': 0.032643573552680515, 'sadness': 0.03198241719898457, 'approval': 0.03174838967000445, 'disapproval': 0.017623031201461952, 'annoyance': 0.01260066800750792, 'fear': 0.011074929886187116, 'admiration': 0.006212701982197662, 'excitement': 0.00388328279950656, 'surprise': 0.0038143638521432877, 'joy': 0.0035175830222821483, 'optimism': 0.0029196093673817813, 'disgust': 0.002853903502303486, 'anger': 0.002432747142544637, 'nervousness': 0.0022628292984639606, 'amusement': 0.0019422483843906473, 'embarrassment': 0.0017482180943867813, 'caring': 0.00156475569626006, 'relief': 0.001441708887189937, 'grief': 0.0013800371380057186, 'love': 0.001207873661769554, 'desire': 0.0011999472432459395, 'remorse': 0.0007454894366674125, 'pride': 0.0006744494021404535, 'gratitude': 0.0005573677141607428}",joy,0.5494009878796836,"{'joy': 0.5494009878796836, 'anticipation': 0.24082775165637335, 'optimism': 0.18563768841947118, 'anger': 0.13816075609065592, 'disgust': 0.13551844043346742, 'surprise': 0.06505775234351556, 'sadness': 0.047701267913604774, 'trust': 0.04217838371793429, 'love': 0.041057550794600196, 'fear': 0.0377388479343305, 'pessimism': 0.022896855836734176}"
The bird of folklore,6,6194,neutral,0.3307527241607507,"{'neutral': 0.3307527241607507, 'sadness': 0.2659504022449255, 'fear': 0.1748548801212261, 'disgust': 0.07444359416452546, 'joy': 0.06456669086279969, 'anger': 0.054631674429401755, 'surprise': 0.03480006102472544}",admiration,0.3834068564077218,"{'admiration': 0.3834068564077218, 'neutral': 0.27612361311912537, 'approval': 0.1350175446520249, 'joy': 0.0856675747781992, 'sadness': 0.07533273754719023, 'excitement': 0.03968924093836298, 'optimism': 0.025270067698632676, 'love': 0.015516411687713116, 'realization': 0.015397224420060715, 'disappointment': 0.013747783474779377, 'pride': 0.009099702156769732, 'caring': 0.007362375734373927, 'relief': 0.007131211847687761, 'curiosity': 0.005784772045444697, 'desire': 0.004879920762808372, 'annoyance': 0.00433411563669021, 'grief': 0.0032136790881243846, 'confusion': 0.0028802496866167835, 'surprise': 0.00254082988249138, 'disapproval': 0.002528999524656683, 'gratitude': 0.002438101335428655, 'amusement': 0.0019052939605899155, 'nervousness': 0.0018136320140911266, 'fear': 0.0014443405088968575, 'anger': 0.0009940172894857824, 'disgust': 0.0006891873296505461, 'embarrassment': 0.0005849715598742478, 'remorse': 0.000508468336192891}",joy,0.9698384205500284,"{'joy': 0.9698384205500284, 'optimism': 0.6195318624377251, 'anticipation': 0.20095312222838402, 'love': 0.1112183832253019, 'sadness': 0.05734731505314509, 'trust': 0.05668815737590194, 'surprise': 0.04387750973304113, 'fear': 0.010308579735768339, 'pessimism': 0.009173797365898887, 'disgust': 0.005768204030270378, 'anger': 0.0035716818335155645}"
The bishop of Börglum and his men,9,12554,anger,0.5012746748204032,"{'anger': 0.5012746748204032, 'disgust': 0.1812944288055102, 'fear': 0.11443597906165653, 'neutral': 0.10338625736120674, 'sadness': 0.07281509228050709, 'joy': 0.0165384116052236, 'surprise': 0.010255155774454275}",neutral,0.7285965581734976,"{'neutral': 0.7285965581734976, 'approval': 0.0515776175695161, 'sadness': 0.037914453669347696, 'annoyance': 0.023936968245026138, 'joy': 0.022133816725626174, 'caring': 0.021219825397969946, 'curiosity': 0.020665553566585813, 'realization': 0.01946459674379892, 'disappointment': 0.01880914172054165, 'optimism': 0.013570156103620926, 'fear': 0.009684743773606088, 'confusion': 0.007489634118327457, 'relief': 0.007479537207271076, 'disapproval': 0.0073718063067644835, 'anger': 0.006698142549592174, 'admiration': 0.006634925408030136, 'desire': 0.005392682091850374, 'excitement': 0.004305020841355953, 'disgust': 0.003707554682882296, 'nervousness': 0.0030577076443781457, 'grief': 0.0022877649947380028, 'pride': 0.0020902540014099535, 'gratitude': 0.0019882472729983013, 'amusement': 0.0014948137815938229, 'surprise': 0.0013478613691404462, 'embarrassment': 0.0011990647374962766, 'remorse': 0.001106251487120365, 'love': 0.0009199454669012792}",optimism,0.4212093032482598,"{'optimism': 0.4212093032482598, 'joy': 0.2912198746990826, 'anticipation': 0.25867819123797947, 'disgust': 0.12850651641686758, 'sadness': 0.12411249573859903, 'anger': 0.10816975275520235, 'trust': 0.057048370764176876, 'fear': 0.04791494914227062, 'pessimism': 0.034634714014828205, 'love': 0.0201883331562082, 'surprise': 0.015502190941737758}"
The bond of friendship,12,18009,disgust,0.31820269864207756,"{'disgust': 0.31820269864207756, 'sadness': 0.19222104945220053, 'fear': 0.18069236314234635, 'joy': 0.143361244253659, 'neutral': 0.07249394408427179, 'anger': 0.06323909371470411, 'surprise': 0.029789574172658224}",neutral,0.37504321957627934,"{'neutral': 0.37504321957627934, 'admiration': 0.19364639862518138, 'sadness': 0.13113364293045984, 'love': 0.087193575881732, 'approval': 0.07948426545287172, 'curiosity': 0.052677367736274995, 'realization': 0.0520586478135859, 'caring': 0.033882216550409794, 'disappointment': 0.03354471210817186, 'confusion': 0.03299834573408589, 'joy': 0.023803985541841637, 'fear': 0.011526721165864728, 'excitement': 0.01084712948068045, 'optimism': 0.01011458863892282, 'desire': 0.009916198410792276, 'nervousness': 0.009612342100202417, 'grief': 0.007894058517801264, 'annoyance': 0.0077489894853594405, 'disapproval': 0.006966516230022535, 'relief': 0.005485422007041052, 'surprise': 0.005327213380951434, 'pride': 0.005041519209044054, 'remorse': 0.0036113233072683215, 'gratitude': 0.002921559898823034, 'disgust': 0.0024900792826277516, 'anger': 0.001947924160049297, 'embarrassment': 0.001899778542186444, 'amusement': 0.0015052412200020626}",joy,0.7221695184707642,"{'joy': 0.7221695184707642, 'optimism': 0.36184530643125373, 'love': 0.30472959387892234, 'anticipation': 0.21860826450089613, 'sadness': 0.17938807420432568, 'trust': 0.07311822342065473, 'surprise': 0.05393617584680518, 'fear': 0.04224436776712537, 'pessimism': 0.028512450167909265, 'disgust': 0.013729611198262623, 'anger': 0.0075805144442711025}"
The bottle neck,15,22932,disgust,0.26434756964445116,"{'disgust': 0.26434756964445116, 'neutral': 0.2564480130871137, 'joy': 0.16478054154043395, 'sadness': 0.11971778211494287, 'fear': 0.08055028825377425, 'surprise': 0.08013713176672657, 'anger': 0.03401865962271889}",neutral,0.4967557122310003,"{'neutral': 0.4967557122310003, 'joy': 0.09810773582818608, 'admiration': 0.08658163615812858, 'approval': 0.08421397202958664, 'sadness': 0.054772972979117186, 'curiosity': 0.041569203910573074, 'realization': 0.04086755743871132, 'excitement': 0.04065242119443913, 'disappointment': 0.036849578951175015, 'disapproval': 0.020300448577230176, 'confusion': 0.020080335647799076, 'annoyance': 0.010107343923300505, 'relief': 0.009206071965551624, 'surprise': 0.0066492230088139575, 'optimism': 0.006184479997803767, 'pride': 0.004798764165995332, 'amusement': 0.004112407025725891, 'love': 0.003968479565810412, 'caring': 0.003779914843228956, 'nervousness': 0.0034602601546794174, 'fear': 0.002472265848579506, 'desire': 0.0022941438442406555, 'grief': 0.0022176827983154605, 'gratitude': 0.0016011724423151464, 'embarrassment': 0.0015539531596004963, 'remorse': 0.0013469179917592554, 'anger': 0.0011656524807525178, 'disgust': 0.0010186237438271444}",joy,0.7806996080403527,"{'joy': 0.7806996080403527, 'optimism': 0.36138602122664454, 'anticipation': 0.16122172499696413, 'sadness': 0.14448584510634344, 'love': 0.06812325849508245, 'surprise': 0.04967703608175119, 'pessimism': 0.026758934557437896, 'trust': 0.021849676097432772, 'disgust': 0.017771960142999886, 'fear': 0.01205790820531547, 'anger': 0.004995929566211999}"
The brave tin soldier,7,9009,fear,0.4197883243406458,"{'fear': 0.4197883243406458, 'disgust': 0.3500280955008098, 'anger': 0.06270714330353908, 'joy': 0.057506395786601515, 'neutral': 0.048158920902226655, 'surprise': 0.04652165974091206, 'sadness': 0.015289473347365856}",neutral,0.747999404157911,"{'neutral': 0.747999404157911, 'admiration': 0.0701685680209526, 'fear': 0.03136189979600853, 'approval': 0.03105869423598051, 'realization': 0.02251165027597121, 'confusion': 0.017773520725313574, 'curiosity': 0.014595163046448891, 'annoyance': 0.011901990377477236, 'disappointment': 0.010321984699528133, 'disapproval': 0.007629308250865766, 'joy': 0.007294359957865838, 'sadness': 0.0061190625835609224, 'excitement': 0.005783630884252489, 'optimism': 0.0046299868429611835, 'surprise': 0.004518647470311927, 'nervousness': 0.003677884624007025, 'disgust': 0.003333965989960624, 'pride': 0.002085442056081125, 'caring': 0.001937231855533485, 'amusement': 0.0017240013694390655, 'anger': 0.0016881633533297905, 'relief': 0.0015773946402727493, 'embarrassment': 0.0015726714253625168, 'desire': 0.0015477537526749074, 'love': 0.001188681132459481, 'grief': 0.0008695447301891233, 'gratitude': 0.000743019614934123, 'remorse': 0.0004952664062979498}",joy,0.34282009835754124,"{'joy': 0.34282009835754124, 'fear': 0.28816882454391035, 'sadness': 0.21049341200185673, 'anticipation': 0.1323566080204078, 'optimism': 0.09076801048857826, 'pessimism': 0.06236418828900371, 'disgust': 0.05874838699985828, 'surprise': 0.039422904407339435, 'love': 0.026384258243654455, 'anger': 0.017124544296945845, 'trust': 0.01342336497535663}"
The buckwheat,4,3451,disgust,0.4194456711411476,"{'disgust': 0.4194456711411476, 'sadness': 0.1793816420249641, 'anger': 0.15585038717836142, 'neutral': 0.13098949659615755, 'fear': 0.10026896907947958, 'joy': 0.00897789595182985, 'surprise': 0.005085930519271642}",neutral,0.733146145939827,"{'neutral': 0.733146145939827, 'admiration': 0.11590727342991158, 'approval': 0.07481926737818867, 'curiosity': 0.03545568400295451, 'desire': 0.014207776257535443, 'joy': 0.01360334421042353, 'annoyance': 0.012799847172573209, 'optimism': 0.011318234959617257, 'confusion': 0.011206531547941267, 'realization': 0.010056811850517988, 'excitement': 0.007736951534752734, 'disappointment': 0.006003584654536098, 'disapproval': 0.005623905482934788, 'pride': 0.005510482167665032, 'caring': 0.005409079079981893, 'sadness': 0.004552741738734767, 'relief': 0.0025626319111324847, 'amusement': 0.0020102437993045896, 'surprise': 0.00192775676259771, 'fear': 0.001892088315798901, 'anger': 0.0018369379977229983, 'disgust': 0.001505803651525639, 'nervousness': 0.0012536930735222995, 'love': 0.0010100802392116748, 'embarrassment': 0.0007918409974081442, 'grief': 0.0006630362040596083, 'gratitude': 0.0006579109485755907, 'remorse': 0.0006109145433583762}",anticipation,0.3233814127743244,"{'anticipation': 0.3233814127743244, 'optimism': 0.2127968380227685, 'sadness': 0.2102073929272592, 'joy': 0.1928731887601316, 'pessimism': 0.07821808150038123, 'disgust': 0.06801587762311101, 'anger': 0.03671986167319119, 'fear': 0.02824610727839172, 'trust': 0.02510475250892341, 'surprise': 0.023123866179957986, 'love': 0.0066842869273386896}"
The butterfly,5,5114,disgust,0.48622201550751926,"{'disgust': 0.48622201550751926, 'neutral': 0.20271813850849868, 'surprise': 0.1965436240658164, 'sadness': 0.05438409666530788, 'fear': 0.031027935026213527, 'anger': 0.022486826032400133, 'joy': 0.006617370434105397}",neutral,0.5532769143581391,"{'neutral': 0.5532769143581391, 'disapproval': 0.13965581245720388, 'disappointment': 0.09322773199528456, 'approval': 0.058681731671094896, 'annoyance': 0.055493127461522816, 'realization': 0.040445631556212905, 'curiosity': 0.025846806733170524, 'confusion': 0.024362533539533614, 'admiration': 0.017508572270162403, 'sadness': 0.01183987339027226, 'surprise': 0.0069360623601824045, 'optimism': 0.0064065147191286085, 'caring': 0.0034621493658050896, 'relief': 0.003202825889457017, 'anger': 0.0024401645991019905, 'joy': 0.0023545504081994295, 'embarrassment': 0.002227995393332094, 'disgust': 0.002211413229815662, 'fear': 0.0016033117193728686, 'desire': 0.001527100254315883, 'nervousness': 0.0015164790500421077, 'excitement': 0.0014387042261660098, 'love': 0.0012685254099778832, 'amusement': 0.0010510358086321502, 'grief': 0.0009465804672800004, 'remorse': 0.0008895263134036213, 'gratitude': 0.0008007608790649101, 'pride': 0.0007115699641872198}",joy,0.3976977922022343,"{'joy': 0.3976977922022343, 'anticipation': 0.28149930834770204, 'sadness': 0.18083880171179773, 'optimism': 0.15054178312420846, 'pessimism': 0.11823799572885037, 'disgust': 0.11085843984037638, 'surprise': 0.05708584114909172, 'fear': 0.03441521879285574, 'trust': 0.02101759798824787, 'love': 0.019922993215732276, 'anger': 0.018817318323999643}"
The candles,5,4973,joy,0.44404137432575225,"{'joy': 0.44404137432575225, 'disgust': 0.19581302311271429, 'neutral': 0.16035671439021826, 'anger': 0.10433082589879632, 'surprise': 0.04818665720522404, 'sadness': 0.042961713206022975, 'fear': 0.004309672315139323}",approval,0.2998768508434296,"{'approval': 0.2998768508434296, 'joy': 0.26268792152404785, 'admiration': 0.18624805621802806, 'neutral': 0.15854740887880325, 'curiosity': 0.07254547347547487, 'excitement': 0.03885839320719242, 'gratitude': 0.024888445646502076, 'relief': 0.017461341619491578, 'caring': 0.015210391720756888, 'realization': 0.014183180034160614, 'optimism': 0.011757198534905911, 'confusion': 0.008769249031320214, 'pride': 0.008411185117438436, 'love': 0.00687997411005199, 'annoyance': 0.005284164799377322, 'disapproval': 0.005059068370610475, 'desire': 0.00433348030783236, 'amusement': 0.003571025375276804, 'surprise': 0.003514316794462502, 'sadness': 0.003148893127217889, 'disappointment': 0.002365800179541111, 'nervousness': 0.0015454177279025315, 'anger': 0.0013748659170232714, 'grief': 0.000981279491679743, 'fear': 0.0009804315632209182, 'disgust': 0.0007275566458702087, 'embarrassment': 0.0005774655088316649, 'remorse': 0.0005428600095910951}",joy,0.9154557108879089,"{'joy': 0.9154557108879089, 'optimism': 0.7222297191619873, 'love': 0.1695524349808693, 'anticipation': 0.16595777422189711, 'trust': 0.04456457868218422, 'surprise': 0.04408789128065109, 'sadness': 0.014766875654459, 'disgust': 0.009592886827886105, 'anger': 0.008815121278166771, 'pessimism': 0.005236820736899972, 'fear': 0.0044220369309186935}"
The child in the grave,7,9442,sadness,0.4590346802558218,"{'sadness': 0.4590346802558218, 'fear': 0.1672778569294938, 'neutral': 0.16173324208440526, 'disgust': 0.14684465384509945, 'joy': 0.046893358596467545, 'anger': 0.010339347861840256, 'surprise': 0.007876861042210035}",neutral,0.4872489922813007,"{'neutral': 0.4872489922813007, 'sadness': 0.23584143062388258, 'admiration': 0.060775003994682004, 'approval': 0.05829362158796617, 'disappointment': 0.02959067969849067, 'joy': 0.02941632440446743, 'curiosity': 0.02613518320556198, 'love': 0.02237202548089304, 'caring': 0.022013361366199597, 'realization': 0.018774415499397686, 'excitement': 0.012522834053795253, 'confusion': 0.011556625066857253, 'grief': 0.009481660763932658, 'nervousness': 0.006775115658196488, 'optimism': 0.0063551190375749555, 'fear': 0.006295391208758312, 'relief': 0.005594063949372087, 'annoyance': 0.005061212827318481, 'disapproval': 0.004280363941299064, 'surprise': 0.004269232690733459, 'desire': 0.0037256001295255764, 'remorse': 0.0030719956433001372, 'pride': 0.002193985294850011, 'gratitude': 0.0016775674136754657, 'anger': 0.0013928760932425835, 'disgust': 0.001375248930084386, 'amusement': 0.0012660416292159685, 'embarrassment': 0.0011502896959427744}",joy,0.5487441432529262,"{'joy': 0.5487441432529262, 'optimism': 0.46905392967164516, 'sadness': 0.4459157463695322, 'love': 0.34501294299427954, 'pessimism': 0.12915765241320645, 'trust': 0.1211166340591652, 'anticipation': 0.07125279467020716, 'fear': 0.03602206627173083, 'disgust': 0.022033334942534566, 'surprise': 0.020243238790759017, 'anger': 0.0066565286833792925}"
